prompt_idx,path_rank,path_str,global_score,n_edges,terminal,path_direction,n_path_features,mean_feature_contrib,sign_agreement,prompt_score,prompt_path_rank
0,1,input → L24_F35447 → L25_F43384 → output_correct,0.48657305,3,output_correct,correct,2,0.65625,1.0,0.6407364228433496,1
0,2,input → L24_F35447 → L25_F43384 → output_incorrect,0.48657305,3,output_incorrect,incorrect,2,0.65625,1.0,0.6407364228433496,2
0,3,input → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,0.36089534,4,output_correct,correct,3,0.5833333333333334,1.0,0.4632698318517459,3
0,4,input → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,0.36089534,4,output_incorrect,incorrect,3,0.5833333333333334,1.0,0.4632698318517459,4
0,5,input → L23_F6889 → L24_F35447 → output_correct,0.34435303,3,output_correct,correct,2,0.4375,1.0,0.4185013075027217,5
0,6,input → L23_F6889 → L24_F35447 → output_incorrect,0.34435303,3,output_incorrect,incorrect,2,0.4375,1.0,0.4185013075027217,6
0,7,input → L24_F35447 → L25_F54011 → output_correct,0.12426887,3,output_correct,correct,2,0.6800618171691895,1.0,0.16496754483190032,7
0,8,input → L24_F35447 → L25_F54011 → output_incorrect,0.12426887,3,output_incorrect,incorrect,2,0.6800618171691895,1.0,0.16496754483190032,8
0,9,input → L23_F6889 → L24_F35447 → L25_F54011 → output_correct,0.09217127,4,output_correct,correct,3,0.599207878112793,1.0,0.11898851212590383,9
0,10,input → L23_F6889 → L24_F35447 → L25_F54011 → output_incorrect,0.09217127,4,output_incorrect,incorrect,3,0.599207878112793,1.0,0.11898851212590383,10
0,11,input → L24_F35447 → L25_F90133 → output_correct,0.08388308,3,output_correct,correct,2,0.671875,1.0,0.11104825909751026,11
0,12,input → L24_F35447 → L25_F90133 → output_incorrect,0.08388308,3,output_incorrect,incorrect,2,0.671875,1.0,0.11104825909751026,12
0,15,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,0.06886455,5,output_correct,correct,4,0.5833333333333334,1.0,0.08839922537943035,13
0,16,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,0.06886455,5,output_incorrect,incorrect,4,0.5833333333333334,1.0,0.08839922537943035,14
0,13,input → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,0.06221679,4,output_correct,correct,3,0.59375,1.0,0.0801632363259802,15
0,14,input → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,0.06221679,4,output_incorrect,incorrect,3,0.59375,1.0,0.0801632363259802,16
0,17,input → L22_F32734 → L23_F6889 → L24_F35447 → output_correct,0.06570802,4,output_correct,correct,3,0.4375,1.0,0.0798566874332861,17
0,18,input → L22_F32734 → L23_F6889 → L24_F35447 → output_incorrect,0.06570802,4,output_incorrect,incorrect,3,0.4375,1.0,0.0798566874332861,18
0,19,input → L22_F78043 → L23_F40170 → output_correct,0.04451554,3,output_correct,correct,2,0.421875,1.0,0.05376870340300249,19
0,20,input → L22_F78043 → L23_F40170 → output_incorrect,0.04451554,3,output_incorrect,incorrect,2,0.421875,1.0,0.05376870340300249,20
0,27,input → L23_F40170 → L24_F35447 → L25_F43384 → output_correct,0.03324356,4,output_correct,correct,3,0.4583333333333333,1.0,0.0407312544894699,21
0,28,input → L23_F40170 → L24_F35447 → L25_F43384 → output_incorrect,0.03324356,4,output_incorrect,incorrect,3,0.4583333333333333,1.0,0.0407312544894699,22
0,25,input → L13_F63127 → L14_F129011 → output_correct,0.04036909,3,output_correct,correct,2,0.0,0.5,0.04036909,23
0,26,input → L13_F63127 → L14_F129011 → output_incorrect,0.04036909,3,output_incorrect,incorrect,2,0.0,0.5,0.04036909,24
0,29,input → L23_F40170 → L24_F35447 → output_correct,0.03171978,3,output_correct,correct,2,0.25,1.0,0.035664229858534645,25
0,30,input → L23_F40170 → L24_F35447 → output_incorrect,0.03171978,3,output_incorrect,incorrect,2,0.25,1.0,0.035664229858534645,26
0,21,input → L16_F45664 → L17_F111317 → output_correct,0.04441795,3,output_correct,correct,2,-0.5590357780456543,0.0,0.032315887881755254,27
0,22,input → L16_F45664 → L17_F111317 → output_incorrect,0.04441795,3,output_incorrect,incorrect,2,-0.5590357780456543,0.0,0.032315887881755254,28
0,23,input → L15_F127839 → L16_F45664 → L17_F111317 → output_correct,0.04182424,4,output_correct,correct,3,-0.5706071853637695,0.0,0.030205192748462,29
0,24,input → L15_F127839 → L16_F45664 → L17_F111317 → output_incorrect,0.04182424,4,output_incorrect,incorrect,3,-0.5706071853637695,0.0,0.030205192748462,30
0,41,input → L21_F54492 → L22_F78043 → output_correct,0.01885264,3,output_correct,correct,2,0.78125,1.0,0.0258639162669313,31
0,42,input → L21_F54492 → L22_F78043 → output_incorrect,0.01885264,3,output_incorrect,incorrect,2,0.78125,1.0,0.0258639162669313,32
0,45,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F54011 → output_correct,0.01758774,5,output_correct,correct,4,0.599207878112793,1.0,0.022704895074758587,33
0,46,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F54011 → output_incorrect,0.01758774,5,output_incorrect,incorrect,4,0.599207878112793,1.0,0.022704895074758587,34
0,35,input → L16_F76227 → L17_F51924 → output_correct,0.02107192,3,output_correct,correct,2,0.0,0.5,0.02107192,35
0,36,input → L16_F76227 → L17_F51924 → output_incorrect,0.02107192,3,output_incorrect,incorrect,2,0.0,0.5,0.02107192,36
0,31,input → L16_F45664 → L17_F111317 → L18_F149556 → output_correct,0.02506195,4,output_correct,correct,3,-0.6226905186971029,0.0,0.017501751262978267,37
0,32,input → L16_F45664 → L17_F111317 → L18_F149556 → output_incorrect,0.02506195,4,output_incorrect,incorrect,3,-0.6226905186971029,0.0,0.017501751262978267,38
0,47,input → L22_F32734 → L23_F40170 → output_correct,0.01683747,3,output_correct,correct,2,0.0625,1.0,0.017363469724777605,39
0,48,input → L22_F32734 → L23_F40170 → output_incorrect,0.01683747,3,output_incorrect,incorrect,2,0.0625,1.0,0.017363469724777605,40
0,49,input → L19_F29102 → L20_F36426 → output_correct,0.01658861,3,output_correct,correct,2,0.0,0.5,0.01658861,41
0,50,input → L19_F29102 → L20_F36426 → output_incorrect,0.01658861,3,output_incorrect,incorrect,2,0.0,0.5,0.01658861,42
0,33,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F149556 → output_correct,0.0235985,5,output_correct,correct,4,-0.6154553890228271,0.0,0.016557451262609456,43
0,34,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F149556 → output_incorrect,0.0235985,5,output_incorrect,incorrect,4,-0.6154553890228271,0.0,0.016557451262609456,44
0,39,input → L16_F45664 → L17_F111317 → L18_F27853 → output_correct,0.01913972,4,output_correct,correct,3,-0.5590357780456543,0.0,0.013924934527779619,45
0,40,input → L16_F45664 → L17_F111317 → L18_F27853 → output_incorrect,0.01913972,4,output_incorrect,incorrect,3,-0.5590357780456543,0.0,0.013924934527779619,46
0,37,input → L17_F111317 → L18_F149556 → output_correct,0.0195753,3,output_correct,correct,2,-0.6712894439697266,0.0,0.013241052892970456,47
0,38,input → L17_F111317 → L18_F149556 → output_incorrect,0.0195753,3,output_incorrect,incorrect,2,-0.6712894439697266,0.0,0.013241052892970456,48
0,43,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F27853 → output_correct,0.01802209,5,output_correct,correct,4,-0.5706071853637695,0.0,0.01301543559859377,49
0,44,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F27853 → output_incorrect,0.01802209,5,output_incorrect,incorrect,4,-0.5706071853637695,0.0,0.01301543559859377,50
1,1,input → L24_F35447 → L25_F43384 → output_correct,0.48657305,3,output_correct,correct,2,1.78125,1.0,0.8328682058517153,1
1,2,input → L24_F35447 → L25_F43384 → output_incorrect,0.48657305,3,output_incorrect,incorrect,2,1.78125,1.0,0.8328682058517153,2
1,3,input → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,0.36089534,4,output_correct,correct,3,1.71875,1.0,0.6120552249376066,3
1,4,input → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,0.36089534,4,output_incorrect,incorrect,3,1.71875,1.0,0.6120552249376066,4
1,5,input → L23_F6889 → L24_F35447 → output_correct,0.34435303,3,output_correct,correct,2,1.609375,1.0,0.5739156987384381,5
1,6,input → L23_F6889 → L24_F35447 → output_incorrect,0.34435303,3,output_incorrect,incorrect,2,1.609375,1.0,0.5739156987384381,6
1,7,input → L24_F35447 → L25_F54011 → output_correct,0.12426887,3,output_correct,correct,2,1.7143628597259521,1.0,0.21061120677888365,7
1,8,input → L24_F35447 → L25_F54011 → output_incorrect,0.12426887,3,output_incorrect,incorrect,2,1.7143628597259521,1.0,0.21061120677888365,8
1,9,input → L23_F6889 → L24_F35447 → L25_F54011 → output_correct,0.09217127,4,output_correct,correct,3,1.6741585731506348,1.0,0.15524028728826628,9
1,10,input → L23_F6889 → L24_F35447 → L25_F54011 → output_incorrect,0.09217127,4,output_incorrect,incorrect,3,1.6741585731506348,1.0,0.15524028728826628,10
1,11,input → L24_F35447 → L25_F90133 → output_correct,0.08388308,3,output_correct,correct,2,1.71875,1.0,0.14226029462685563,11
1,12,input → L24_F35447 → L25_F90133 → output_incorrect,0.08388308,3,output_incorrect,incorrect,2,1.71875,1.0,0.14226029462685563,12
1,15,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,0.06886455,5,output_correct,correct,4,1.71875,1.0,0.11678983619039539,13
1,16,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,0.06886455,5,output_incorrect,incorrect,4,1.71875,1.0,0.11678983619039539,14
1,17,input → L22_F32734 → L23_F6889 → L24_F35447 → output_correct,0.06570802,4,output_correct,correct,3,1.609375,1.0,0.10951221835050867,15
1,18,input → L22_F32734 → L23_F6889 → L24_F35447 → output_incorrect,0.06570802,4,output_incorrect,incorrect,3,1.609375,1.0,0.10951221835050867,16
1,13,input → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,0.06221679,4,output_correct,correct,3,1.6770833333333333,1.0,0.10483752224325732,17
1,14,input → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,0.06221679,4,output_incorrect,incorrect,3,1.6770833333333333,1.0,0.10483752224325732,18
1,19,input → L22_F78043 → L23_F40170 → output_correct,0.04451554,3,output_correct,correct,2,1.609375,1.0,0.07419178871119236,19
1,20,input → L22_F78043 → L23_F40170 → output_incorrect,0.04451554,3,output_incorrect,incorrect,2,1.609375,1.0,0.07419178871119236,20
1,27,input → L23_F40170 → L24_F35447 → L25_F43384 → output_correct,0.03324356,4,output_correct,correct,3,1.7083333333333333,1.0,0.056289324532506124,21
1,28,input → L23_F40170 → L24_F35447 → L25_F43384 → output_incorrect,0.03324356,4,output_incorrect,incorrect,3,1.7083333333333333,1.0,0.056289324532506124,22
1,29,input → L23_F40170 → L24_F35447 → output_correct,0.03171978,3,output_correct,correct,2,1.59375,1.0,0.052727349253190565,23
1,30,input → L23_F40170 → L24_F35447 → output_incorrect,0.03171978,3,output_incorrect,incorrect,2,1.59375,1.0,0.052727349253190565,24
1,25,input → L13_F63127 → L14_F129011 → output_correct,0.04036909,3,output_correct,correct,2,0.0,0.5,0.04036909,25
1,26,input → L13_F63127 → L14_F129011 → output_incorrect,0.04036909,3,output_incorrect,incorrect,2,0.0,0.5,0.04036909,26
1,21,input → L16_F45664 → L17_F111317 → output_correct,0.04441795,3,output_correct,correct,2,-0.387195587158203,0.5,0.035924579499264496,27
1,22,input → L16_F45664 → L17_F111317 → output_incorrect,0.04441795,3,output_incorrect,incorrect,2,-0.387195587158203,0.5,0.035924579499264496,28
1,23,input → L15_F127839 → L16_F45664 → L17_F111317 → output_correct,0.04182424,4,output_correct,correct,3,-0.289380391438802,0.3333333333333333,0.03581456215433425,29
1,24,input → L15_F127839 → L16_F45664 → L17_F111317 → output_incorrect,0.04182424,4,output_incorrect,incorrect,3,-0.289380391438802,0.3333333333333333,0.03581456215433425,30
1,41,input → L21_F54492 → L22_F78043 → output_correct,0.01885264,3,output_correct,correct,2,1.65625,1.0,0.031662404376592734,31
1,42,input → L21_F54492 → L22_F78043 → output_incorrect,0.01885264,3,output_incorrect,incorrect,2,1.65625,1.0,0.031662404376592734,32
1,45,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F54011 → output_correct,0.01758774,5,output_correct,correct,4,1.6741585731506348,1.0,0.029622308668973887,33
1,46,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F54011 → output_incorrect,0.01758774,5,output_incorrect,incorrect,4,1.6741585731506348,1.0,0.029622308668973887,34
1,47,input → L22_F32734 → L23_F40170 → output_correct,0.01683747,3,output_correct,correct,2,1.5625,1.0,0.027839470062622284,35
1,48,input → L22_F32734 → L23_F40170 → output_incorrect,0.01683747,3,output_incorrect,incorrect,2,1.5625,1.0,0.027839470062622284,36
1,31,input → L16_F45664 → L17_F111317 → L18_F149556 → output_correct,0.02506195,4,output_correct,correct,3,-0.18521372477213535,0.6666666666666666,0.022747653491976827,37
1,32,input → L16_F45664 → L17_F111317 → L18_F149556 → output_incorrect,0.02506195,4,output_incorrect,incorrect,3,-0.18521372477213535,0.6666666666666666,0.022747653491976827,38
1,33,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F149556 → output_correct,0.0235985,5,output_correct,correct,4,-0.1623477935791015,0.5,0.021687114122506023,39
1,34,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F149556 → output_incorrect,0.0235985,5,output_incorrect,incorrect,4,-0.1623477935791015,0.5,0.021687114122506023,40
1,35,input → L16_F76227 → L17_F51924 → output_correct,0.02107192,3,output_correct,correct,2,0.0,0.5,0.02107192,41
1,36,input → L16_F76227 → L17_F51924 → output_incorrect,0.02107192,3,output_incorrect,incorrect,2,0.0,0.5,0.02107192,42
1,49,input → L19_F29102 → L20_F36426 → output_correct,0.01658861,3,output_correct,correct,2,0.0,0.5,0.01658861,43
1,50,input → L19_F29102 → L20_F36426 → output_incorrect,0.01658861,3,output_incorrect,incorrect,2,0.0,0.5,0.01658861,44
1,39,input → L16_F45664 → L17_F111317 → L18_F27853 → output_correct,0.01913972,4,output_correct,correct,3,-0.387195587158203,0.5,0.015479921804893352,45
1,40,input → L16_F45664 → L17_F111317 → L18_F27853 → output_incorrect,0.01913972,4,output_incorrect,incorrect,3,-0.387195587158203,0.5,0.015479921804893352,46
1,43,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F27853 → output_correct,0.01802209,5,output_correct,correct,4,-0.289380391438802,0.3333333333333333,0.015432516226379863,47
1,44,input → L15_F127839 → L16_F45664 → L17_F111317 → L18_F27853 → output_incorrect,0.01802209,5,output_incorrect,incorrect,4,-0.289380391438802,0.3333333333333333,0.015432516226379863,48
1,37,input → L17_F111317 → L18_F149556 → output_correct,0.0195753,3,output_correct,correct,2,-0.45621633529663075,0.5,0.01518588339097493,49
1,38,input → L17_F111317 → L18_F149556 → output_incorrect,0.0195753,3,output_incorrect,incorrect,2,-0.45621633529663075,0.5,0.01518588339097493,50
2,1,input → L24_F35447 → L25_F43384 → output_correct,0.48657305,3,output_correct,correct,2,0.09375,1.0,0.5093644712280229,1
2,2,input → L24_F35447 → L25_F43384 → output_incorrect,0.48657305,3,output_incorrect,incorrect,2,0.09375,1.0,0.5093644712280229,2
2,3,input → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,0.36089534,4,output_correct,correct,3,0.17708333333333334,1.0,0.39276637272517506,3
2,4,input → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,0.36089534,4,output_incorrect,incorrect,3,0.17708333333333334,1.0,0.39276637272517506,4
2,5,input → L23_F6889 → L24_F35447 → output_correct,0.34435303,3,output_correct,correct,2,0.234375,1.0,0.3845231844603581,5
2,6,input → L23_F6889 → L24_F35447 → output_incorrect,0.34435303,3,output_incorrect,incorrect,2,0.234375,1.0,0.3845231844603581,6
2,7,input → L24_F35447 → L25_F54011 → output_correct,0.12426887,3,output_correct,correct,2,0.1351630687713623,1.0,0.13265438850474398,7
2,8,input → L24_F35447 → L25_F54011 → output_incorrect,0.12426887,3,output_incorrect,incorrect,2,0.1351630687713623,1.0,0.13265438850474398,8
2,9,input → L23_F6889 → L24_F35447 → L25_F54011 → output_correct,0.09217127,4,output_correct,correct,3,0.20469204584757486,1.0,0.10157183309096998,9
2,10,input → L23_F6889 → L24_F35447 → L25_F54011 → output_incorrect,0.09217127,4,output_incorrect,incorrect,3,0.20469204584757486,1.0,0.10157183309096998,10
2,11,input → L24_F35447 → L25_F90133 → output_correct,0.08388308,3,output_correct,correct,2,0.109375,1.0,0.0884658682319402,11
2,12,input → L24_F35447 → L25_F90133 → output_incorrect,0.08388308,3,output_incorrect,incorrect,2,0.109375,1.0,0.0884658682319402,12
2,15,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,0.06886455,5,output_correct,correct,4,0.17708333333333334,1.0,0.07494604810594521,13
2,16,input → L22_F32734 → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,0.06886455,5,output_incorrect,incorrect,4,0.17708333333333334,1.0,0.07494604810594521,14
2,17,input → L22_F32734 → L23_F6889 → L24_F35447 → output_correct,0.06570802,4,output_correct,correct,3,0.234375,1.0,0.07337312262065736,15
2,18,input → L22_F32734 → L23_F6889 → L24_F35447 → output_incorrect,0.06570802,4,output_incorrect,incorrect,3,0.234375,1.0,0.07337312262065736,16
2,13,input → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,0.06221679,4,output_correct,correct,3,0.1875,1.0,0.06803258557402961,17
